encoding,model,accuracy,precision,recall,F1,AUC
binary,svm,0.78,0.7885714285714286,0.6517610289698281,0.668474984930681,
basen,svm,0.785,0.7708333333333333,0.6750210361822335,0.6941569757103738,
hash,svm,0.745,0.7062334217506632,0.6121529029931483,0.6190476190476191,
ordinal,svm,0.785,0.7852990033222591,0.6651640822214209,0.6841834673717455,
gray,svm,0.775,0.7402534113060428,0.6777857915614858,0.6937838113708279,
rankhot,svm,0.79,0.7627010670488932,0.6982810433946388,0.7161778618732262,
count,svm,0.75,0.7021645021645022,0.6403413871859598,0.6523432067862606,
minhash,svm,0.79,0.77699147160225,0.6834956124534199,0.7035573122529644,
similarity,svm,0.795,0.7829553508150248,0.6919701887246064,0.712794648173444,
gap,svm,0.77,0.7407004173471239,0.6594542613294867,0.6753246753246753,
sum,svm,0.785,0.7652374202693126,0.6799495131626397,0.6987846310111729,
helm,svm,0.78,0.758845944474687,0.6714749368914533,0.68944099378882,
polynomial,svm,0.795,0.7727420402859,0.7018271426854189,0.7210030281378653,
backdiff,svm,0.8,0.8026340904752816,0.6905878110349801,0.7132616487455197,
target,svm,0.805,0.7943766937669376,0.7089193412669792,0.7308024158757551,
mestimate,svm,0.8,0.7832863538385011,0.7053732419761991,0.7258771929824561,
jamesstein,svm,0.8,0.7832863538385011,0.7053732419761991,0.7258771929824561,
loout,svm,0.79,0.7714285714285715,0.6884240894338262,0.707968293700459,
glmm,svm,0.8,0.7786271699315177,0.7103017189566054,0.7296932017840249,
catboost,svm,0.75,0.7003813629580501,0.6452698641663661,0.6573464912280702,
woe,svm,0.8,0.7832863538385011,0.7053732419761991,0.7258771929824561,
onehot,lgr,0.8,0.7626003421502829,0.7398725808390432,0.7492163009404388,
binary,lgr,0.795,0.7625291375291375,0.7166125736266378,0.7319473047628388,
basen,lgr,0.795,0.7582236842105263,0.7264695275874504,0.7384453446461038,
hash,lgr,0.725,0.6592261904761905,0.6028969828104339,0.6088054340481525,
ordinal,lgr,0.785,0.7503013863773358,0.6996634210842649,0.7152223583562369,
gray,lgr,0.795,0.7601637492941841,0.7215410506070441,0.7352703793381761,
rankhot,lgr,0.805,0.77,0.7434186801298233,0.754090608152842,
count,lgr,0.725,0.6605477855477855,0.6324678446928718,0.6404171161452714,
minhash,lgr,0.8,0.7626003421502829,0.7398725808390432,0.7492163009404388,
similarity,lgr,0.8,0.7626003421502829,0.7398725808390432,0.7492163009404388,
gap,lgr,0.8,0.7626003421502829,0.7398725808390432,0.7492163009404388,
sum,lgr,0.805,0.77,0.7434186801298233,0.754090608152842,
helm,lgr,0.805,0.77,0.7434186801298233,0.754090608152842,
polynomial,lgr,0.805,0.77,0.7434186801298233,0.754090608152842,
backdiff,lgr,0.805,0.77,0.7434186801298233,0.754090608152842,
target,lgr,0.785,0.7460474308300395,0.7095203750450776,0.7223567393058918,
mestimate,lgr,0.785,0.7460474308300395,0.7095203750450776,0.7223567393058918,
jamesstein,lgr,0.785,0.7445175438596491,0.7144488520254838,0.7256865809703039,
loout,lgr,0.765,0.7188228438228439,0.680550546940738,0.6927200810695956,
glmm,lgr,0.79,0.7521902377972465,0.717994951316264,0.7304582210242587,
catboost,lgr,0.74,0.6830705526357701,0.6381776655848058,0.6486011623192324,
woe,lgr,0.785,0.7445175438596491,0.7144488520254838,0.7256865809703039,
onehot,dt,0.725,0.6686498300145702,0.6669671835557158,0.6677841200809398,
binary,dt,0.705,0.6423611111111112,0.6379973554513764,0.6399694889397407,
basen,dt,0.7,0.6372224266961108,0.6344512561605963,0.6357455075279262,
hash,dt,0.64,0.5636118267697214,0.5623272027887967,0.5628946090335114,
ordinal,dt,0.66,0.5912970308931362,0.5912970308931362,0.5912970308931362,
gray,dt,0.72,0.6634210842649357,0.6634210842649357,0.6634210842649357,
rankhot,dt,0.725,0.6622807017543859,0.6423247986536843,0.649133998915505,
count,dt,0.715,0.6547619047619048,0.650018031013343,0.6521739130434783,
minhash,dt,0.67,0.6090835360908353,0.6131746604159154,0.6108031607500884,
similarity,dt,0.71,0.6533789361953061,0.6563288856833754,0.6547619047619049,
gap,dt,0.745,0.6998663101604279,0.7156509195816805,0.7058060050186035,
sum,dt,0.69,0.6297912489680386,0.6322875345594423,0.6309523809523809,
helm,dt,0.73,0.6821905510043766,0.6951556677485276,0.6871741397288843,
polynomial,dt,0.735,0.680791646430306,0.6789878591176823,0.679864697532542,
backdiff,dt,0.685,0.620082564351627,0.6188844813078496,0.6194618102745312,
target,dt,0.71,0.6441637057507567,0.6316865007813439,0.6363636363636364,
mestimate,dt,0.725,0.6657787924911213,0.6571102295949032,0.6608183528105824,
jamesstein,dt,0.705,0.6423611111111112,0.6379973554513764,0.6399694889397407,
loout,dt,0.705,0.3525,0.5,0.4134897360703812,
glmm,dt,0.705,0.6423611111111112,0.6379973554513764,0.6399694889397407,
catboost,dt,0.715,0.6602384291725105,0.6648034619545619,0.6623122722829469,
woe,dt,0.69,0.6225705329153605,0.6175021036182233,0.6196785670469881,
