encoding,model,mae,mse,rmse,r2
BackwardDifferenceEncoder,RandomForestRegressor,179.68818971876695,215869.32911139316,464.6174007841217,0.9185883935087935
BackwardDifferenceEncoder,SVR,1287.783217879501,4178913.4352146676,2044.2390846509777,-0.5760092346094983
BackwardDifferenceEncoder,LinearRegression,10732040348269.566,8.652400733013721e+27,93018281713939.02,-3.263112210428243e+21
BackwardDifferenceEncoder,MLPRegressor,1018.498757113112,1518292.8364472543,1232.1902598410907,0.4274005508421348
BackwardDifferenceEncoder,KNeighborsRegressor,963.2260131835938,1693364.75,1301.29345703125,0.3613749333947498
BackwardDifferenceEncoder,DecisionTreeRegressor,178.9578997381539,280477.08994107175,529.6008779647856,0.8942226273177585
BaseNEncoder,RandomForestRegressor,176.6509105069269,215041.12834511494,463.72527248912684,0.9189007359576142
BaseNEncoder,SVR,1271.6951807668638,4088572.4343882836,2022.0218679302861,-0.5419385954891807
BaseNEncoder,LinearRegression,500.92600113702645,541495.580069545,735.8638325597644,0.7957837490725646
BaseNEncoder,MLPRegressor,1105.3645784640428,1811445.958485732,1345.8996836635827,0.3168426188222978
BaseNEncoder,KNeighborsRegressor,589.2275390625,850585.0,922.2716674804688,0.6792157117422033
BaseNEncoder,DecisionTreeRegressor,175.02943764216823,267475.4386729174,517.1802767632553,0.8991259886296041
BinaryEncoder,RandomForestRegressor,168.32192992304905,202743.75211050324,450.27075422516975,0.9235384913951638
BinaryEncoder,SVR,1274.8512057182081,4104092.0715486323,2025.8558861746885,-0.5477915742267605
BinaryEncoder,LinearRegression,278.7004122547953,302076.3565781882,549.6147346807472,0.8860768152044861
BinaryEncoder,MLPRegressor,985.6727145750264,1502572.7052499582,1225.7947239444125,0.4333291426448359
BinaryEncoder,KNeighborsRegressor,608.5382690429688,919300.5625,958.8016357421875,0.6533007660808051
BinaryEncoder,DecisionTreeRegressor,143.84420568875692,219913.1157035995,468.948947864903,0.9170633451652688
CatBoostEncoder,RandomForestRegressor,186.23254860726468,241310.9398760047,491.23409885308723,0.9089935038012232
CatBoostEncoder,SVR,1261.7066788809327,4036257.0206397246,2009.043807546198,-0.5222086880722518
CatBoostEncoder,LinearRegression,278.89527370926686,289383.0597936641,537.9433611391297,0.8908638856380284
CatBoostEncoder,MLPRegressor,1012.9775755708744,1579308.8817049316,1256.7055668313608,0.4043893417620139
CatBoostEncoder,KNeighborsRegressor,301.7985534667969,378022.375,614.8352661132812,0.8574350042907561
CatBoostEncoder,DecisionTreeRegressor,205.7322243194259,307123.9634265927,554.187660839352,0.8841731923778613
CountEncoder,RandomForestRegressor,182.53526454480368,214338.86764587977,462.9674585172048,0.9191655821584883
CountEncoder,SVR,1269.226261855146,4064212.895485661,2015.9893093678998,-0.5327517915851199
CountEncoder,LinearRegression,309.4547442201511,314081.6286179609,560.4298605695104,0.8815492221131234
CountEncoder,MLPRegressor,1094.44644453509,1675259.0267487518,1294.3179774494179,0.36820330512940447
CountEncoder,KNeighborsRegressor,460.9672546386719,548784.625,740.7999877929688,0.7930348352864298
CountEncoder,DecisionTreeRegressor,174.80680038237733,276299.9911490521,525.6424556188856,0.8957979521892011
GLMMEncoder,RandomForestRegressor,175.0057870541969,206557.35325444475,454.485811939652,0.922100253749626
GLMMEncoder,SVR,1258.8841941065132,4011790.3926451025,2002.9454292728753,-0.5129814972588822
GLMMEncoder,LinearRegression,308.63515447876216,284384.6145101458,533.2772398201013,0.8927489679800393
GLMMEncoder,MLPRegressor,1006.8815555590236,1541489.2426596824,1241.5672525722005,0.4186524035145359
GLMMEncoder,KNeighborsRegressor,299.8491516113281,356661.15625,597.2111206054688,0.8654910553399463
GLMMEncoder,DecisionTreeRegressor,170.14793880207804,258707.39309722776,508.632866709602,0.9024327144115547
GrayEncoder,RandomForestRegressor,172.69790291463613,204481.48833853062,452.1962940344941,0.9228831324399845
GrayEncoder,SVR,1272.2756307904845,4102851.694347276,2025.5497264563207,-0.5473237861392486
GrayEncoder,LinearRegression,283.552806562614,309260.35112902464,556.1118153114755,0.8833674885029339
GrayEncoder,MLPRegressor,996.3709977601766,1479203.5007287646,1216.2251028196897,0.44214245804412633
GrayEncoder,KNeighborsRegressor,433.4370422363281,567439.6875,753.2859497070312,0.7859993406006016
GrayEncoder,DecisionTreeRegressor,153.6389482595662,215469.4416781247,464.1868607340418,0.9187392045503251
