encoding,model,acc,prec,recall,f1,auc,mcc
BackwardDifferenceEncoder,RandomForestClassifier,0.9479905437352246,0.9465020011069456,0.9466869432807776,0.9464492631478008,0.9966020639163506,0.9391999312736828
BackwardDifferenceEncoder,SVC,0.8605200945626478,0.8599307483561429,0.8571948685352467,0.8571447687935282,0.967174962511338,0.8374115570475585
BackwardDifferenceEncoder,LogisticRegression,0.8652482269503546,0.8609995019192374,0.8644725344574383,0.8580197794402704,0.9857053837392085,0.8439309045664304
BackwardDifferenceEncoder,GaussianNB,0.48699763593380613,0.6215273591655723,0.45872314083501115,0.4060730425061026,0.8895266317167935,0.42906565744398345
BackwardDifferenceEncoder,MLPClassifier,0.8486997635933806,0.8413985160431173,0.8464165428300181,0.8427416375589815,0.9779865543778001,0.8235695701121847
BackwardDifferenceEncoder,KNeighborsClassifier,0.8250591016548463,0.8159816573088264,0.8196360832345259,0.8167848756609023,0.9429815931215803,0.7955561833375523
BackwardDifferenceEncoder,DecisionTreeClassifier,0.950354609929078,0.9508492034857773,0.9499076420163342,0.9499062089792499,0.9708050418000214,0.942046545656755
BaseNEncoder,RandomForestClassifier,0.9574468085106383,0.9572151311632867,0.9569291741681699,0.956451174098233,0.9963655529471407,0.9504319793703112
BaseNEncoder,SVC,0.8865248226950354,0.8877590554005605,0.8835010585050311,0.8831284912728281,0.9743075913141654,0.8681373351260739
BaseNEncoder,LogisticRegression,0.8841607565011821,0.880605268967338,0.8845054508498018,0.878866242741841,0.9864300198145213,0.8657484637233526
BaseNEncoder,GaussianNB,0.5130023640661938,0.6535348327801158,0.4858983235631893,0.4411882179546778,0.890044944912973,0.4616836496353987
BaseNEncoder,MLPClassifier,0.8392434988179669,0.8324499167617464,0.8349668711499316,0.8327170164110117,0.981066668380569,0.8121414259058115
BaseNEncoder,KNeighborsClassifier,0.8297872340425532,0.8205579023100059,0.8242250707076704,0.8211668093054814,0.9460743447308907,0.8011384422457895
BaseNEncoder,DecisionTreeClassifier,0.9456264775413712,0.9452644507877055,0.9445587282572822,0.9448317644600837,0.9677379895124874,0.9363846993830285
BinaryEncoder,RandomForestClassifier,0.9432624113475178,0.9417750523250986,0.943576935009479,0.942525989564998,0.9964887698769582,0.9337038834416937
BinaryEncoder,SVC,0.8534278959810875,0.8489231026091686,0.8508143212791234,0.8486848945484067,0.9647532449316232,0.8290236121334192
BinaryEncoder,LogisticRegression,0.8770685579196218,0.873580049891894,0.8767931401190578,0.870977834853433,0.9867196438166269,0.857595081610285
BinaryEncoder,GaussianNB,0.5886524822695035,0.679996239433626,0.5673894827033236,0.5521877889455893,0.8862174674532867,0.5385241215491677
