encoding,model,acc,prec,recall,f1,auc,mcc
BackwardDifferenceEncoder,RandomForestClassifier,0.5016949152542373,0.47142744399784564,0.4647514063668585,0.4637487329814756,0.6771598711482443,0.22065679461148582
BackwardDifferenceEncoder,SVC,0.13559322033898305,0.1326121794871795,0.12653991945036722,0.1163036902601331,0.7017951937610166,-0.02217435117990029
BackwardDifferenceEncoder,LogisticRegression,0.13559322033898305,0.1277300393841747,0.12479270315091211,0.11703924490809736,0.7129461966214597,-0.03515763012020658
BackwardDifferenceEncoder,GaussianNB,0.4033898305084746,0.4269170865781035,0.44067013206609346,0.4047772764102022,0.6339746800789764,0.13381961303523077
BackwardDifferenceEncoder,MLPClassifier,0.5423728813559322,0.5205076399929341,0.5084474917661924,0.5103873907535914,0.7282836469386971,0.2801856962618105
BackwardDifferenceEncoder,KNeighborsClassifier,0.4610169491525424,0.4425207764326126,0.44292775153179015,0.44266900790166813,0.6138897305971956,0.1651804120371735
BackwardDifferenceEncoder,DecisionTreeClassifier,0.47796610169491527,0.44352801913151,0.4435827398952948,0.44335770397448865,0.5951158915679724,0.18964740349837683
BaseNEncoder,RandomForestClassifier,0.49830508474576274,0.46575217265180746,0.4613231694004301,0.46115559754543267,0.6770825467451074,0.21521459806662793
BaseNEncoder,SVC,0.13220338983050847,0.13169404736505227,0.12455579246624023,0.11220750403442711,0.698108642199327,-0.022301962960364567
BaseNEncoder,LogisticRegression,0.13559322033898305,0.1277300393841747,0.12479270315091211,0.11703924490809736,0.7125666886963927,-0.03515763012020658
BaseNEncoder,GaussianNB,0.43728813559322033,0.46624422831319384,0.48124457079680955,0.4344514325646401,0.634811659337223,0.2038610763033101
BaseNEncoder,MLPClassifier,0.5728813559322034,0.5531463193549926,0.5446878585596759,0.5472981860214486,0.7152609250253862,0.33231401739580135
BaseNEncoder,KNeighborsClassifier,0.4847457627118644,0.46467940938511326,0.46331368368242826,0.46391425517909685,0.6188140194449955,0.20078162105134337
BaseNEncoder,DecisionTreeClassifier,0.5152542372881356,0.47621570900259425,0.47688030436055023,0.47603844999142214,0.619389489940431,0.244688159739203
