encoding,model,acc,prec,recall,f1,auc,mcc
BackwardDifferenceEncoder,RandomForestClassifier,0.9508670520231214,0.8692338090678339,0.8508955608530379,0.8535568140299599,0.9922934581812527,0.896225660902563
BackwardDifferenceEncoder,SVC,0.9653179190751445,0.8823226405946994,0.9010373042974036,0.8886063582524655,0.9880621249411391,0.9273859962811387
BackwardDifferenceEncoder,LogisticRegression,0.930635838150289,0.8557346572872986,0.9099393135175815,0.8758412045484789,0.9914931755894114,0.8555297621164445
BackwardDifferenceEncoder,GaussianNB,0.7947976878612717,0.6319771039603961,0.8095005805449583,0.6758625155824961,0.955484480453854,0.6397270585769642
BackwardDifferenceEncoder,MLPClassifier,0.976878612716763,0.9074586306017014,0.9642097802976612,0.9258220282901811,0.9991720546789631,0.9524004262198161
BackwardDifferenceEncoder,KNeighborsClassifier,0.9075144508670521,0.800244520104805,0.7151601056632949,0.7520259575815131,0.9824735292311192,0.8003062958593633
BackwardDifferenceEncoder,DecisionTreeClassifier,0.9508670520231214,0.8271063688633348,0.864537613418745,0.8411704359617531,0.922579883882505,0.897438554558133
BaseNEncoder,RandomForestClassifier,0.9393063583815029,0.813344281421813,0.7976926936326487,0.7883101993544888,0.9852301692109439,0.8732762084154698
BaseNEncoder,SVC,0.8786127167630058,0.4827179570592062,0.5108993032089674,0.49251012375096676,0.9682729411266445,0.7476795476923197
BaseNEncoder,LogisticRegression,0.7890173410404624,0.6095005020080322,0.4172927687539325,0.41771126706373024,0.9184338496265603,0.5309696978457388
BaseNEncoder,GaussianNB,0.7312138728323699,0.550915750915751,0.6242676702943301,0.5114279020347277,0.908843904831061,0.5473633253293221
BaseNEncoder,MLPClassifier,0.9566473988439307,0.8768312404870624,0.9117163842535919,0.8817213167201824,0.9924990042203061,0.9100912559716656
BaseNEncoder,KNeighborsClassifier,0.846820809248555,0.5756190476190477,0.5201931631406728,0.5383338706321606,0.9543255826559678,0.6628145070560131
BaseNEncoder,DecisionTreeClassifier,0.9450867052023122,0.8096992512938396,0.8485439082533341,0.8222696149166737,0.9125350807330361,0.8857253924427457
BinaryEncoder,RandomForestClassifier,0.9393063583815029,0.8686824916070647,0.8659074801881324,0.8637750522034325,0.9962590519273351,0.8724757183558806
BinaryEncoder,SVC,0.9624277456647399,0.8517511354824416,0.917740480639134,0.8734839010627814,0.987321896690492,0.9227599013869772
BinaryEncoder,LogisticRegression,0.9219653179190751,0.8414032658517953,0.8694941102445966,0.8507394495039844,0.990425478759337,0.8364487136733039
BinaryEncoder,GaussianNB,0.6445086705202312,0.4984087107536563,0.6874985434970055,0.4655484210277745,0.8348244398698531,0.34839805144112657
