encoding,model,acc,prec,recall,f1,auc,mcc
BackwardDifferenceEncoder,RandomForestClassifier,0.9926697530864198,0.7890890754849134,0.7810704628572491,0.7849581797366022,0.3362065290812588,0.9892470936034244
BackwardDifferenceEncoder,SVC,1.3611640405821435,1.0820799476008665,0.9181423298477998,0.956389499067057,0.3170446298841174,-0.1890379040640829
BackwardDifferenceEncoder,LogisticRegression,1.277716168482225,1.015008985969611,1.0193315938284764,1.017154198317103,0.3433479914007621,-0.1873309543237312
BackwardDifferenceEncoder,GaussianNB,0.7824074074074074,0.5558206838174613,0.6678071807443401,0.5472044509917399,0.1677436642563239,0.7107813006111698
BackwardDifferenceEncoder,MLPClassifier,0.9984567901234568,0.7931672456501291,0.7965450984739312,0.7948435974780584,0.3453557660944599,0.997736183074018
BackwardDifferenceEncoder,KNeighborsClassifier,0.9382716049382716,0.7458945864252836,0.6328898293695933,0.6592541997009975,0.3502433346253187,0.9098519536447648
BackwardDifferenceEncoder,DecisionTreeClassifier,0.998070987654321,0.792988578680203,0.7993127147766323,0.7960997260011499,0.3511694906387405,0.9971728315489032
BaseNEncoder,RandomForestClassifier,0.992283950617284,0.7891560504091536,0.7897544559274408,0.7894513401176907,0.365747593305706,0.988682727094245
BaseNEncoder,SVC,1.437841455697174,1.1277494658871068,1.1404381756686621,1.1339282234035328,0.3480076421801726,-0.1823143922235071
BaseNEncoder,LogisticRegression,0.0929783950617283,0.0873188405797101,0.0552119129438717,0.0676491228070175,0.4267088488760882,0.0129680045224207
BaseNEncoder,GaussianNB,0.6462191358024691,0.5415523747977472,0.581646128366202,0.4589207465775938,0.1846652008572468,0.5904350177775312
BaseNEncoder,MLPClassifier,0.9911265432098766,0.7773752977441502,0.7861218233181317,0.7816344116779725,0.3581735359919338,0.98700261982664
BaseNEncoder,KNeighborsClassifier,0.9552469135802468,0.7583784407650594,0.6884335332321483,0.713710283560915,0.3587126934324494,0.9346146576538986
BaseNEncoder,DecisionTreeClassifier,0.996141975308642,0.7918408593322386,0.7980388294263138,0.7948896568543512,0.3511752134705502,0.9943411963845084
