encoder,time
BackwardDifferenceEncoder,622.5903952121735
BaseNEncoder,860.7632002830505
BinaryEncoder,538.8437829017639
CatBoostEncoder,1245.785643339157
CountEncoder,364.0277237892151
GLMMEncoder,574.8820378780365
GrayEncoder,507.60154604911804
HashingEncoder,794.3509504795074
HelmertEncoder,418.6229090690613
JamesSteinEncoder,1066.5796506404877
LeaveOneOutEncoder,1358.0864810943604
MEstimateEncoder,1232.0884540081024
OneHotEncoder,852.7768371105194
OrdinalEncoder,538.616503238678
PolynomialEncoder,974.0324857234955
RankHotEncoder,1064.229646205902
SumEncoder,462.06527733802795
TargetEncoder,1335.7227585315704
MinHashEncoder,981.6076736450195
SimilarityEncoder,1997.4847059249878
GapEncoder,1233.078600883484
MeanEncoder,1579.7361319065094
DecisionTreeEncoder,751.5091438293457
WOEEncoder,1516.5688261985779
