encoder,time
BackwardDifferenceEncoder,15.390990734100342
BaseNEncoder,7.638909339904785
BinaryEncoder,328.9861216545105
CatBoostEncoder,1382.3642477989197
CountEncoder,534.320296049118
GLMMEncoder,1015.3258981704712
GrayEncoder,649.7121846675873
HashingEncoder,805.9253942966461
HelmertEncoder,678.7902171611786
JamesSteinEncoder,1527.761292219162
LeaveOneOutEncoder,1669.103241443634
MEstimateEncoder,1552.8937392234802
OneHotEncoder,727.8511924743652
OrdinalEncoder,679.2026822566986
PolynomialEncoder,1025.5619022846222
RankHotEncoder,968.4848825931549
SumEncoder,734.3342974185944
TargetEncoder,1635.0289642810822
MinHashEncoder,2294.3968975543976
SimilarityEncoder,1835.469250679016
GapEncoder,918.4875521659851
MeanEncoder,1421.7968044281006
DecisionTreeEncoder,736.3243088722229
WOEEncoder,1711.4167594909668
