encoder,time
BackwardDifferenceEncoder,2491.557023048401
BaseNEncoder,1928.222716808319
BinaryEncoder,2041.0414474010468
CatBoostEncoder,5660.074464797974
CountEncoder,5259.160926580429
GLMMEncoder,12791.158457756042
GrayEncoder,8327.10631775856
HashingEncoder,5536.777071714401
HelmertEncoder,6550.031612873077
JamesSteinEncoder,5846.79790186882
LeaveOneOutEncoder,6935.984512805939
MEstimateEncoder,5520.743864297867
OneHotEncoder,7174.134194612503
OrdinalEncoder,4627.12694144249
PolynomialEncoder,8275.42836523056
RankHotEncoder,15662.203622102737
SumEncoder,14608.177335977554
TargetEncoder,11457.990074634552
MinHashEncoder,17145.21898007393
SimilarityEncoder,15463.801342487335
GapEncoder,18327.676593065262
MeanEncoder,14060.178645133972
DecisionTreeEncoder,11999.88478422165
QuantileEncoder,12270.80347943306
SummaryEncoder,15223.450224161148
