encoder,time
BackwardDifferenceEncoder,564.7013163566589
BaseNEncoder,436.5934536457062
BinaryEncoder,470.16734170913696
CatBoostEncoder,511.1793911457062
CountEncoder,56.87554621696472
GLMMEncoder,3540.777594804764
GrayEncoder,238.53402423858643
HashingEncoder,115.62203431129456
HelmertEncoder,95.4172682762146
JamesSteinEncoder,289.06405687332153
LeaveOneOutEncoder,176.58597230911255
MEstimateEncoder,140.27414989471436
OneHotEncoder,232.31835508346558
OrdinalEncoder,26.118462324142456
PolynomialEncoder,550.9326729774475
RankHotEncoder,550.5757880210876
SumEncoder,434.3273482322693
TargetEncoder,415.38654232025146
MinHashEncoder,988.8000566959381
SimilarityEncoder,848.5935418605804
GapEncoder,312.7880938053131
MeanEncoder,320.57173895835876
DecisionTreeEncoder,49.64213418960571
