encoder,time
BackwardDifferenceEncoder,4114.428393125534
BaseNEncoder,6375.682088851929
BinaryEncoder,4466.006641149521
CatBoostEncoder,10555.544685125351
CountEncoder,7639.387901544571
GLMMEncoder,6083.998836517334
GrayEncoder,6201.559026479721
HashingEncoder,3606.599067926407
HelmertEncoder,4211.920320987701
JamesSteinEncoder,9401.729751825333
LeaveOneOutEncoder,7748.090273857117
MEstimateEncoder,13863.12475657463
OneHotEncoder,6687.010536909103
OrdinalEncoder,8220.875108003616
PolynomialEncoder,4790.271679401398
RankHotEncoder,6661.265382051468
SumEncoder,4839.438813209534
TargetEncoder,12274.046416521072
MinHashEncoder,8451.335816860199
SimilarityEncoder,9595.942911624908
GapEncoder,9787.12247300148
MeanEncoder,18625.845177173615
DecisionTreeEncoder,14879.93720817566
WOEEncoder,11211.47068119049
