encoder,time
BackwardDifferenceEncoder,6443.081785202026
BaseNEncoder,6931.452459335327
BinaryEncoder,7889.678515672684
CatBoostEncoder,6527.365412950516
CountEncoder,7877.819162845612
GLMMEncoder,5293.7963943481445
GrayEncoder,6039.868493795395
HashingEncoder,16342.099277496338
HelmertEncoder,8228.238718032837
JamesSteinEncoder,8470.816518306732
LeaveOneOutEncoder,10235.2722697258
MEstimateEncoder,7509.576395511627
OneHotEncoder,9147.359580039978
OrdinalEncoder,9104.1288459301
PolynomialEncoder,6883.990666151047
RankHotEncoder,8768.265234708786
SumEncoder,7189.230912208557
TargetEncoder,6774.93203830719
MinHashEncoder,15229.485745429993
SimilarityEncoder,13603.12369298935
GapEncoder,29945.25341820717
MeanEncoder,10231.339472770691
DecisionTreeEncoder,7532.058698177338
QuantileEncoder,6952.252213478088
SummaryEncoder,11647.590583086014
