encoder,time
BackwardDifferenceEncoder,1510.6171476840973
BaseNEncoder,701.3284068107605
BinaryEncoder,1238.9572086334229
CatBoostEncoder,1704.0812368392944
CountEncoder,528.4548296928406
GLMMEncoder,972.9555613994598
GrayEncoder,1030.5708260536194
HashingEncoder,1310.9684131145477
HelmertEncoder,922.5301547050476
JamesSteinEncoder,2334.1883022785187
LeaveOneOutEncoder,2268.2165007591248
MEstimateEncoder,2569.7937037944794
OneHotEncoder,1394.0214722156525
OrdinalEncoder,546.6388280391693
PolynomialEncoder,665.6570088863373
RankHotEncoder,965.7265994548798
SumEncoder,927.9259312152863
TargetEncoder,1518.2560415267944
MinHashEncoder,1403.1992695331573
SimilarityEncoder,1840.6345252990723
GapEncoder,916.9178836345673
MeanEncoder,1815.6641192436218
DecisionTreeEncoder,727.6546361446381
WOEEncoder,1868.7764158248901
