encoder,time
BackwardDifferenceEncoder,478.7747070789337
BaseNEncoder,2209.612752199173
BinaryEncoder,1587.5356194972992
CatBoostEncoder,1822.5395431518555
CountEncoder,637.2893805503845
GLMMEncoder,6312.0875742435455
GrayEncoder,2178.0341832637787
HashingEncoder,2521.3028168678284
HelmertEncoder,903.3214023113251
JamesSteinEncoder,3439.1525735855103
LeaveOneOutEncoder,2512.0820071697235
MEstimateEncoder,2870.9701273441315
OneHotEncoder,1802.2204053401947
OrdinalEncoder,1972.484293937683
PolynomialEncoder,519.4282939434052
RankHotEncoder,978.9536271095276
SumEncoder,698.007392168045
TargetEncoder,3082.6081154346466
MinHashEncoder,712.2805805206299
SimilarityEncoder,1694.428273677826
GapEncoder,338.905152797699
MeanEncoder,2635.413167476654
DecisionTreeEncoder,1214.402274608612
QuantileEncoder,3116.059888601303
SummaryEncoder,675.5722968578339
