encoder,time
BackwardDifferenceEncoder,65184.09980607033
BaseNEncoder,22815.318018436432
BinaryEncoder,13551.42512345314
CatBoostEncoder,26224.58327794075
CountEncoder,25815.72585439682
GLMMEncoder,28000.52928709984
GrayEncoder,27132.197827100754
HashingEncoder,22508.260996341705
HelmertEncoder,36325.81542611122
JamesSteinEncoder,7927.338237047195
LeaveOneOutEncoder,14878.615261554718
MEstimateEncoder,19665.21899819374
OneHotEncoder,68363.87715315819
OrdinalEncoder,24372.219794988632
PolynomialEncoder,0.0
RankHotEncoder,45117.785064935684
SumEncoder,38981.95206427574
TargetEncoder,16244.876165151596
MinHashEncoder,22993.42536020279
SimilarityEncoder,64725.752170324326
GapEncoder,24522.428956985474
MeanEncoder,15870.017142772675
DecisionTreeEncoder,17173.24399280548
QuantileEncoder,19622.32768034935
SummaryEncoder,20472.556725025177
