encoder,time
BackwardDifferenceEncoder,4615.177362203598
BaseNEncoder,116.05422377586365
BinaryEncoder,5167.633626937866
CatBoostEncoder,574.8136672973633
CountEncoder,89.45248341560364
GLMMEncoder,2903.2071583271027
GrayEncoder,5038.869515419006
HashingEncoder,213.12802457809448
HelmertEncoder,5769.7622327804565
JamesSteinEncoder,827.1543145179749
LeaveOneOutEncoder,402.87134552001953
MEstimateEncoder,349.27954721450806
OneHotEncoder,5904.66738152504
OrdinalEncoder,112.53038454055786
PolynomialEncoder,5823.42618894577
RankHotEncoder,6259.5397872924805
SumEncoder,5857.029847145081
TargetEncoder,785.2409791946411
MinHashEncoder,0.0
SimilarityEncoder,7604.138487577438
GapEncoder,0.0
MeanEncoder,636.3277666568756
DecisionTreeEncoder,117.40953469276428
