encoder,time
BackwardDifferenceEncoder,9849.821075201035
BaseNEncoder,9590.613485574722
BinaryEncoder,4783.124415874481
CatBoostEncoder,9951.55458688736
CountEncoder,8825.477977752686
GLMMEncoder,17654.057696580887
GrayEncoder,7186.006773233414
HashingEncoder,8407.312348127365
HelmertEncoder,12982.107887029648
JamesSteinEncoder,7571.796516656876
LeaveOneOutEncoder,5068.297679901123
MEstimateEncoder,11498.201937198639
OneHotEncoder,7819.150041818619
OrdinalEncoder,4287.82223534584
PolynomialEncoder,7070.652768611908
RankHotEncoder,5526.286338329315
SumEncoder,994.6773087978363
TargetEncoder,1993.9360947608948
MinHashEncoder,3137.086948633194
SimilarityEncoder,5315.16544675827
GapEncoder,3713.274215698242
MeanEncoder,5219.131625175476
DecisionTreeEncoder,3800.004090309143
