encoder,time
BackwardDifferenceEncoder,14530.873693704605
BaseNEncoder,7980.367952108383
BinaryEncoder,16007.688812732697
CatBoostEncoder,14171.029788017273
CountEncoder,7476.4061114788055
GLMMEncoder,4529.016610145569
GrayEncoder,8171.001327753067
HashingEncoder,5570.924389600754
HelmertEncoder,3071.118139266968
JamesSteinEncoder,4514.052139282227
LeaveOneOutEncoder,7375.752801656723
MEstimateEncoder,4363.703656435013
OneHotEncoder,3684.646180868149
OrdinalEncoder,2211.0325434207916
PolynomialEncoder,1314.7667407989502
RankHotEncoder,1408.104906797409
SumEncoder,1890.6936929225922
TargetEncoder,1779.2068474292755
MinHashEncoder,6769.766665697098
SimilarityEncoder,4405.010904788971
GapEncoder,4010.163113594055
MeanEncoder,2579.509829521179
DecisionTreeEncoder,2433.5690908432007
