encoder,time
BackwardDifferenceEncoder,79825.90043067932
BaseNEncoder,61145.82150387764
BinaryEncoder,134321.26822710037
CatBoostEncoder,67041.13680839539
CountEncoder,75710.14140629768
GLMMEncoder,89340.15955257416
GrayEncoder,104099.24004244804
HashingEncoder,92887.2925927639
HelmertEncoder,154053.31026649475
JamesSteinEncoder,127116.8710911274
LeaveOneOutEncoder,48434.12501788139
MEstimateEncoder,81014.77860593796
OneHotEncoder,125538.66442322731
OrdinalEncoder,54118.161767959595
PolynomialEncoder,115853.07305455208
RankHotEncoder,131084.3045041561
SumEncoder,98806.47692799568
TargetEncoder,63905.527059555054
MinHashEncoder,129500.04169774055
SimilarityEncoder,143374.3094983101
GapEncoder,20953.844025850296
MeanEncoder,9269.686507940292
DecisionTreeEncoder,2028.3836257457733
WOEEncoder,11224.408030033112
