encoder,time
BackwardDifferenceEncoder,2376.536913871765
BaseNEncoder,692.516786813736
BinaryEncoder,803.3780686855316
CatBoostEncoder,1200.1320958137512
CountEncoder,926.0776329040527
GLMMEncoder,3867.070028066635
GrayEncoder,710.062394618988
HashingEncoder,959.9373986721039
HelmertEncoder,1303.070915222168
JamesSteinEncoder,1294.3479821681976
LeaveOneOutEncoder,1113.6867144107819
MEstimateEncoder,1114.705050945282
OneHotEncoder,758.9682891368866
OrdinalEncoder,894.9073393344879
PolynomialEncoder,1091.5562489032745
RankHotEncoder,1027.5091648101807
SumEncoder,1209.3103153705597
TargetEncoder,1612.210000038147
MinHashEncoder,2193.804649591446
SimilarityEncoder,2142.57399559021
GapEncoder,1216.3064143657684
MeanEncoder,1682.7284955978394
DecisionTreeEncoder,806.1124703884125
QuantileEncoder,995.6244058609009
SummaryEncoder,1205.0744042396545
