encoder,time
BackwardDifferenceEncoder,122354.49405956268
BaseNEncoder,4298.163515329361
BinaryEncoder,6945.6866543293
CatBoostEncoder,10592.356401920319
CountEncoder,19494.192140340805
GLMMEncoder,123585.40109348297
GrayEncoder,3527.9872901439667
HashingEncoder,2316.1487510204315
HelmertEncoder,176290.50103735924
JamesSteinEncoder,8470.20153427124
LeaveOneOutEncoder,7238.14152097702
MEstimateEncoder,7316.130128622055
OneHotEncoder,117779.01892590523
OrdinalEncoder,14713.554418563843
PolynomialEncoder,0.0
RankHotEncoder,172336.08848571777
SumEncoder,75666.79835391045
TargetEncoder,7719.5503187179565
MinHashEncoder,9256.100131750107
SimilarityEncoder,90131.64233231544
GapEncoder,6878.497144937515
MeanEncoder,6282.9470183849335
DecisionTreeEncoder,4413.080135822296
WOEEncoder,6885.385054111481
