encoder,time
BackwardDifferenceEncoder,79962.40413784981
BaseNEncoder,171735.90183901787
BinaryEncoder,67248.52613162994
CatBoostEncoder,88514.29523134232
CountEncoder,30947.038467407227
GLMMEncoder,164502.58721971512
GrayEncoder,108313.96875214577
HashingEncoder,81619.24173545837
HelmertEncoder,152477.0279021263
JamesSteinEncoder,88770.94763708115
LeaveOneOutEncoder,110762.9782204628
MEstimateEncoder,106130.79372310638
OneHotEncoder,146420.58914470673
OrdinalEncoder,85216.01189112663
PolynomialEncoder,96203.82352662086
RankHotEncoder,117042.9607591629
SumEncoder,94178.96802806854
TargetEncoder,61672.46742939949
MinHashEncoder,132855.5001964569
SimilarityEncoder,40157.4315059185
GapEncoder,13863.773020505905
MeanEncoder,6851.62469625473
DecisionTreeEncoder,907.1135499477386
WOEEncoder,9623.58901143074
