encoder,time
BackwardDifferenceEncoder,343.7732124328613
BaseNEncoder,1903.5613884925842
BinaryEncoder,412.20765018463135
CatBoostEncoder,2782.8586568832397
CountEncoder,1508.1727979183197
GLMMEncoder,6578.867700099945
GrayEncoder,1233.641595363617
HashingEncoder,1378.931035041809
HelmertEncoder,454.1713044643402
JamesSteinEncoder,1544.9165222644806
LeaveOneOutEncoder,1776.0269412994385
MEstimateEncoder,1678.1401524543762
OneHotEncoder,261.6087281703949
OrdinalEncoder,1035.3546047210693
PolynomialEncoder,517.1505165100098
RankHotEncoder,1615.1510951519012
SumEncoder,680.0551865100861
TargetEncoder,2164.1028707027435
MinHashEncoder,837.0816652774811
SimilarityEncoder,2354.9978652000427
GapEncoder,1548.2988135814667
MeanEncoder,1542.4243295192719
DecisionTreeEncoder,336.80220651626587
QuantileEncoder,870.6340508460999
SummaryEncoder,146.06659865379333
