encoder,time
BackwardDifferenceEncoder,9916.13875246048
BaseNEncoder,1244.271414756775
BinaryEncoder,11261.311949014664
CatBoostEncoder,4190.838698387146
CountEncoder,2128.8490991592407
GLMMEncoder,5303.703911066055
GrayEncoder,8776.907205581665
HashingEncoder,1579.7055079936981
HelmertEncoder,8821.493580818176
JamesSteinEncoder,1858.7466177940369
LeaveOneOutEncoder,1999.1179330348969
MEstimateEncoder,1142.881492614746
OneHotEncoder,3734.1535975933075
OrdinalEncoder,865.9900612831116
PolynomialEncoder,5835.389372110367
RankHotEncoder,9024.569760084152
SumEncoder,6502.934954404831
TargetEncoder,2213.5117688179016
MinHashEncoder,30570.268582344055
SimilarityEncoder,16783.01942539215
GapEncoder,7063.440582513809
MeanEncoder,1235.0568883419037
DecisionTreeEncoder,776.5682871341705
