encoder,time
BackwardDifferenceEncoder,4001.4557042121887
BaseNEncoder,4694.182170391083
BinaryEncoder,4024.6231937408447
CatBoostEncoder,11153.121212482452
CountEncoder,5637.882432460785
GLMMEncoder,5956.025146961212
GrayEncoder,6491.478026628494
HashingEncoder,2609.182587623596
HelmertEncoder,4435.237874984741
JamesSteinEncoder,7213.981050252914
LeaveOneOutEncoder,6015.691501617432
MEstimateEncoder,8702.795684337616
OneHotEncoder,5953.025988101959
OrdinalEncoder,6811.912870168686
PolynomialEncoder,6173.785032510757
RankHotEncoder,7498.052621126175
SumEncoder,5155.844156503677
TargetEncoder,7080.815805196762
MinHashEncoder,9857.197811841965
SimilarityEncoder,7191.374418497086
GapEncoder,7103.259019851685
MeanEncoder,7516.302666902542
DecisionTreeEncoder,5169.555069208145
WOEEncoder,11878.513106107712
