encoder,time
BackwardDifferenceEncoder,629.3888630867004
BaseNEncoder,421.4406294822693
BinaryEncoder,499.9364905357361
CatBoostEncoder,506.1565749645233
CountEncoder,51.56672525405884
GLMMEncoder,3605.846799850464
GrayEncoder,267.02670431137085
HashingEncoder,100.15915393829346
HelmertEncoder,394.0953679084778
JamesSteinEncoder,335.156681060791
LeaveOneOutEncoder,147.79692125320435
MEstimateEncoder,164.61144161224365
OneHotEncoder,378.95622658729553
OrdinalEncoder,24.25499939918518
PolynomialEncoder,208.61399126052856
RankHotEncoder,911.3370192050934
SumEncoder,720.8512802124023
TargetEncoder,355.58589339256287
MinHashEncoder,862.5568599700928
SimilarityEncoder,912.3004126548767
GapEncoder,600.4732394218445
MeanEncoder,309.22095370292664
DecisionTreeEncoder,57.908531665802
