encoder,time
BackwardDifferenceEncoder,102520.35723900795
BaseNEncoder,7095.183571815491
BinaryEncoder,8763.787626981735
CatBoostEncoder,12455.584474802017
CountEncoder,7986.892163276672
GLMMEncoder,136969.6095662117
GrayEncoder,13893.257919549942
HashingEncoder,5657.260369300842
HelmertEncoder,179285.02828717232
JamesSteinEncoder,6737.56173491478
LeaveOneOutEncoder,5626.397202253342
MEstimateEncoder,5746.322914123535
OneHotEncoder,106545.78378915787
OrdinalEncoder,8107.517144203186
PolynomialEncoder,0.0
RankHotEncoder,136269.0646662712
SumEncoder,117771.0270292759
TargetEncoder,5699.713384389877
MinHashEncoder,8528.483166456223
SimilarityEncoder,172934.61250209808
GapEncoder,7451.121741533279
MeanEncoder,7021.320389032364
DecisionTreeEncoder,8470.228882312775
WOEEncoder,8455.720928907394
