encoder,time
BackwardDifferenceEncoder,9893.86988902092
BaseNEncoder,1221.3214008808136
BinaryEncoder,9894.2218375206
CatBoostEncoder,4687.274028539658
CountEncoder,2220.152086496353
GLMMEncoder,5763.075567960739
GrayEncoder,8605.815059423447
HashingEncoder,1396.231576681137
HelmertEncoder,7868.80677819252
JamesSteinEncoder,2149.2555441856384
LeaveOneOutEncoder,2181.479250907898
MEstimateEncoder,1525.9348294734955
OneHotEncoder,1302.701507806778
OrdinalEncoder,695.0782949924469
PolynomialEncoder,3376.284225463867
RankHotEncoder,6602.030348300934
SumEncoder,7611.999189376831
TargetEncoder,1715.0848705768585
MinHashEncoder,25451.91938185692
SimilarityEncoder,15384.5825381279
GapEncoder,10776.620510339737
MeanEncoder,2454.7175414562225
DecisionTreeEncoder,1343.4519402980804
