encoder,time
BackwardDifferenceEncoder,2544.6993777751923
BaseNEncoder,1863.8414573669434
BinaryEncoder,1961.4238822460175
CatBoostEncoder,5994.446760892868
CountEncoder,5315.7169897556305
GLMMEncoder,14452.864073753357
GrayEncoder,9474.067127227783
HashingEncoder,4151.273388147354
HelmertEncoder,7554.6962513923645
JamesSteinEncoder,6014.874703168869
LeaveOneOutEncoder,6212.603697538376
MEstimateEncoder,5501.671904802322
OneHotEncoder,6487.635527849197
OrdinalEncoder,4091.0971205234528
PolynomialEncoder,10654.216948747635
RankHotEncoder,15207.117485523224
SumEncoder,14354.515228033066
TargetEncoder,10631.17105937004
MinHashEncoder,15893.167979240417
SimilarityEncoder,15342.038662672043
GapEncoder,18962.046102762222
MeanEncoder,13021.377501249313
DecisionTreeEncoder,12655.918741226196
QuantileEncoder,12984.999019384384
SummaryEncoder,15989.876766681671
