encoder,time
BackwardDifferenceEncoder,630.5675194263458
BaseNEncoder,460.22754096984863
BinaryEncoder,789.4041473865509
CatBoostEncoder,1544.5456306934357
CountEncoder,838.2653548717499
GLMMEncoder,822.347421169281
GrayEncoder,478.00998520851135
HashingEncoder,721.7867269515991
HelmertEncoder,563.5789663791656
JamesSteinEncoder,1443.506760597229
LeaveOneOutEncoder,1369.5789086818695
MEstimateEncoder,1517.075207233429
OneHotEncoder,819.0252029895782
OrdinalEncoder,772.7239780426025
PolynomialEncoder,637.3150939941406
RankHotEncoder,1026.3681259155273
SumEncoder,585.8578910827637
TargetEncoder,1332.8023800849915
MinHashEncoder,1086.64674949646
SimilarityEncoder,1947.5880215168
GapEncoder,881.952085018158
MeanEncoder,1258.3743760585785
DecisionTreeEncoder,761.4997382164001
WOEEncoder,1400.718118429184
