encoder,time
BackwardDifferenceEncoder,4701.476668357849
BaseNEncoder,103.46425867080688
BinaryEncoder,4966.52242064476
CatBoostEncoder,572.3272473812103
CountEncoder,92.02784299850464
GLMMEncoder,2979.7062215805054
GrayEncoder,5179.4965467453
HashingEncoder,229.97256469726562
HelmertEncoder,5662.892581939697
JamesSteinEncoder,799.3366258144379
LeaveOneOutEncoder,396.8093264102936
MEstimateEncoder,359.65421628952026
OneHotEncoder,5390.063648700714
OrdinalEncoder,114.27574896812439
PolynomialEncoder,5843.987349748611
RankHotEncoder,6269.528281927109
SumEncoder,6400.324651002884
TargetEncoder,851.4891269207001
MinHashEncoder,0.0
SimilarityEncoder,7699.246613502502
GapEncoder,0.0
MeanEncoder,1065.2886340618134
DecisionTreeEncoder,169.67294096946716
