encoder,time
BackwardDifferenceEncoder,57593.99038815498
BaseNEncoder,26527.968998908997
BinaryEncoder,13362.55923986435
CatBoostEncoder,21085.740879535675
CountEncoder,27096.68483567238
GLMMEncoder,26966.548213005066
GrayEncoder,26711.006971359253
HashingEncoder,28542.43336224556
HelmertEncoder,41194.20265126228
JamesSteinEncoder,8025.862381219864
LeaveOneOutEncoder,13557.390861988068
MEstimateEncoder,18186.905383110046
OneHotEncoder,63253.00344514847
OrdinalEncoder,25434.404742479324
PolynomialEncoder,0.0
RankHotEncoder,47461.608650922775
SumEncoder,36586.92210125923
TargetEncoder,14859.522136449814
MinHashEncoder,18980.721524000168
SimilarityEncoder,61485.66287136078
GapEncoder,27247.236330270767
MeanEncoder,23405.639439344406
DecisionTreeEncoder,14982.892549276352
QuantileEncoder,14207.03473353386
SummaryEncoder,20876.85117983818
