encoder,time
BackwardDifferenceEncoder,4855.816649198532
BaseNEncoder,5948.067663669586
BinaryEncoder,6915.184531927109
CatBoostEncoder,11059.929159402847
CountEncoder,8802.133788347244
GLMMEncoder,8743.700701713562
GrayEncoder,7208.3471167087555
HashingEncoder,26181.96963620186
HelmertEncoder,6829.219171047211
JamesSteinEncoder,12176.44131231308
LeaveOneOutEncoder,11180.606616973877
MEstimateEncoder,12754.290492534637
OneHotEncoder,7355.221844434738
OrdinalEncoder,10100.312710523605
PolynomialEncoder,5754.02258515358
RankHotEncoder,13967.365958690643
SumEncoder,14649.344297647476
TargetEncoder,19320.64033484459
MinHashEncoder,5327.779201507568
SimilarityEncoder,10918.809173107147
GapEncoder,10992.147817373276
MeanEncoder,14589.811923027039
DecisionTreeEncoder,16383.184466600418
QuantileEncoder,11714.808938503265
SummaryEncoder,9906.973247528076
