encoder,time
BackwardDifferenceEncoder,113379.21767497063
BaseNEncoder,5521.858473539352
BinaryEncoder,3847.6266639232635
CatBoostEncoder,4392.332470178604
CountEncoder,3517.7422432899475
GLMMEncoder,132179.2266049385
GrayEncoder,8669.45848608017
HashingEncoder,2924.896117210388
HelmertEncoder,115450.89412665367
JamesSteinEncoder,13352.529742479324
LeaveOneOutEncoder,15244.542591810226
MEstimateEncoder,13144.757135629654
OneHotEncoder,98240.0646739006
OrdinalEncoder,4822.61518239975
PolynomialEncoder,0.0
RankHotEncoder,179883.35121917725
SumEncoder,97545.14490246773
TargetEncoder,7255.980256319046
MinHashEncoder,10680.59940481186
SimilarityEncoder,115517.54346060753
GapEncoder,6483.575373888016
MeanEncoder,5221.661732673645
DecisionTreeEncoder,3228.8001596927643
WOEEncoder,4637.486543416977
