encoder,time
BackwardDifferenceEncoder,9662.12466931343
BaseNEncoder,1244.3598918914795
BinaryEncoder,9387.039407968521
CatBoostEncoder,4629.871828317642
CountEncoder,2612.1658515930176
GLMMEncoder,5553.993764162064
GrayEncoder,10020.43552684784
HashingEncoder,1542.0816206932068
HelmertEncoder,8599.49245095253
JamesSteinEncoder,1940.5094599723816
LeaveOneOutEncoder,1880.775494813919
MEstimateEncoder,1130.3755629062653
OneHotEncoder,4355.703597307205
OrdinalEncoder,745.1797139644623
PolynomialEncoder,7267.839127779007
RankHotEncoder,8147.207139492035
SumEncoder,9797.967754602432
TargetEncoder,3179.3263494968414
MinHashEncoder,27294.233467578888
SimilarityEncoder,16381.691098690033
GapEncoder,5843.182158708572
MeanEncoder,1124.729397058487
DecisionTreeEncoder,705.0270879268646
