encoder,time
BackwardDifferenceEncoder,4930.333924770355
BaseNEncoder,3288.7592573165894
BinaryEncoder,3438.803188085556
CatBoostEncoder,10478.627403259277
CountEncoder,6205.105643033981
GLMMEncoder,8347.180003166199
GrayEncoder,3161.145393371582
HashingEncoder,11119.122180223465
HelmertEncoder,5365.506028413773
JamesSteinEncoder,7600.573142528534
LeaveOneOutEncoder,9373.396044969559
MEstimateEncoder,11904.23473238945
OneHotEncoder,6256.336932897568
OrdinalEncoder,7901.330795049667
PolynomialEncoder,6315.92124414444
RankHotEncoder,6864.663523197174
SumEncoder,7471.569313764572
TargetEncoder,8065.798830032349
MinHashEncoder,12348.015201807022
SimilarityEncoder,11777.36379981041
GapEncoder,23867.36462378502
MeanEncoder,15837.383197784424
DecisionTreeEncoder,10445.70004582405
QuantileEncoder,10931.233669996262
SummaryEncoder,5441.132200956345
