encoder,time
BackwardDifferenceEncoder,1337.9794867038727
BaseNEncoder,657.4601635932922
BinaryEncoder,1168.7959411144257
CatBoostEncoder,915.3821034431458
CountEncoder,247.51881504058838
GLMMEncoder,3100.2878012657166
GrayEncoder,1146.9296238422394
HashingEncoder,1055.691668510437
HelmertEncoder,1344.293285369873
JamesSteinEncoder,890.7887482643127
LeaveOneOutEncoder,944.6342470645905
MEstimateEncoder,416.0022475719452
OneHotEncoder,422.8627841472626
OrdinalEncoder,273.77410435676575
PolynomialEncoder,769.75141954422
RankHotEncoder,403.13116908073425
SumEncoder,1209.4563465118408
TargetEncoder,564.9020879268646
MinHashEncoder,735.555570602417
SimilarityEncoder,1333.1146550178528
GapEncoder,775.0928263664246
MeanEncoder,1012.5957183837891
DecisionTreeEncoder,319.3170416355133
QuantileEncoder,291.60390305519104
SummaryEncoder,834.1142032146454
